provincia,nombreMunicipio,CodigoVia,tipoVia,nombreVia
VALENCIA,ALZIRA,7211,CL,PROY 21 J MARTO
VALENCIA,ALZIRA,7215,CL,PROY 21 J MARTO
VALENCIA,ALZIRA,7226,CL,PROY 22 TULELL
VALENCIA,ALZIRA,7221,CL,PROY 22 TULELL
VALENCIA,ALZIRA,7223,CL,PROY 22 TULELL
VALENCIA,ALZIRA,7235,CL,PROY 23 TULELL
VALENCIA,ALZIRA,7234,CL,PROY 23 TULELL
VALENCIA,ALZIRA,7241,CL,PROY 24 TULELL
VALENCIA,ALZIRA,7243,CL,PROY 24 TULELL
VALENCIA,ALZIRA,7246,CL,PROY 24 TULELL
VALENCIA,ALZIRA,7245,CL,PROY 24 TULELL
VALENCIA,ALZIRA,7265,CL,PROY 26 TULELL
VALENCIA,ALZIRA,7301,CL,PROY 30 PZ GENE
VALENCIA,ALZIRA,7331,CL,PROY 33 TULELL
VALENCIA,ALZIRA,7341,CL,PROY 34 TULELL
VALENCIA,ALZIRA,7351,CL,PROY 35 TULELL
VALENCIA,ALZIRA,7365,CL,PROY 36 TULELL
VALENCIA,ALZIRA,7361,CL,PROY 36 TULELL
VALENCIA,ALZIRA,7363,CL,PROY 36 TULELL
VALENCIA,ALZIRA,7087,CL,PROYECTO 08 TULELL
VALENCIA,ALZIRA,7261,CL,PROYECTO 26 TULELL
VALENCIA,ALZIRA,940,CL,PROYECTO N1-UEI-09
VALENCIA,ALZIRA,936,CL,PROYECTO N5-UE.VILELLA-1
VALENCIA,ALZIRA,782,CL,PRUNERA DE LA
VALENCIA,ALZIRA,719,CL,PUJADA AL SANTUARI
VALENCIA,ALZIRA,164,CL,PURISSIMA
VALENCIA,ALZIRA,587,TR,PZ ALBORTXI
VALENCIA,ALZIRA,584,TR,PZ CARBON
VALENCIA,ALZIRA,10208,AR,PZ DEL REGNE
VALENCIA,ALZIRA,10302,AR,PZ MAYOR
VALENCIA,ALZIRA,585,TR,PZ POZO
VALENCIA,ALZIRA,586,TR,PZ SUFRAGIO
VALENCIA,ALZIRA,898,CL,RACO D'ADEMUS
VALENCIA,ALZIRA,705,AV,RADIOF. ALFONS ROVIRA
VALENCIA,ALZIRA,984,CL,RAFELGUARAF
VALENCIA,ALZIRA,165,PD,RAFOL
VALENCIA,ALZIRA,524,CL,RAMBLA
VALENCIA,ALZIRA,517,PZ,RAMBLA
VALENCIA,ALZIRA,166,CL,RAMON I CAJAL
VALENCIA,ALZIRA,970,CL,RASTELLERS
VALENCIA,ALZIRA,717,PZ,RAVAL DE SANTA MARIA
VALENCIA,ALZIRA,330,PZ,RECTOR VILAR
VALENCIA,ALZIRA,228,PZ,REGNE DE VALÈNCIA
VALENCIA,ALZIRA,168,CL,REI EN JAUME
VALENCIA,ALZIRA,350,PJ,REI FERRAN
VALENCIA,ALZIRA,167,PD,REIG NOU
VALENCIA,ALZIRA,349,PJ,REINA ISABEL
VALENCIA,ALZIRA,169,CL,REIS CATOLICS
VALENCIA,ALZIRA,701,PZ,REIS D'ORIENT
VALENCIA,ALZIRA,243,CL,RENFE
VALENCIA,ALZIRA,244,PD,RENFE
VALENCIA,ALZIRA,423,CL,REQUENA
VALENCIA,ALZIRA,592,UR,RESPIRALL
VALENCIA,ALZIRA,769,PL,RESPIRALL DEL
VALENCIA,ALZIRA,5001,CL,RESPIRALL N01
VALENCIA,ALZIRA,5002,CL,RESPIRALL N02
VALENCIA,ALZIRA,5003,CL,RESPIRALL N03
VALENCIA,ALZIRA,5004,CL,RESPIRALL N04
VALENCIA,ALZIRA,5005,CL,RESPIRALL N05
VALENCIA,ALZIRA,5006,CL,RESPIRALL N06
VALENCIA,ALZIRA,5007,CL,RESPIRALL N07
VALENCIA,ALZIRA,5008,CL,RESPIRALL N08
VALENCIA,ALZIRA,5009,CL,RESPIRALL N09
VALENCIA,ALZIRA,5010,CL,RESPIRALL N10
VALENCIA,ALZIRA,5011,CL,RESPIRALL N11
VALENCIA,ALZIRA,5012,CL,RESPIRALL N12
VALENCIA,ALZIRA,10506,AR,REYES CATOLICOS
VALENCIA,ALZIRA,10505,AR,REYES CATOLICOS
VALENCIA,ALZIRA,10507,AR,REYES CATOLICOS
VALENCIA,ALZIRA,789,PZ,RIBERA DE LA
VALENCIA,ALZIRA,605,PD,RINCON GALLOS
VALENCIA,ALZIRA,299,PD,RINCON MATAMORO
VALENCIA,ALZIRA,341,CL,RIOLA
VALENCIA,ALZIRA,408,CL,RIU VERD
VALENCIA,ALZIRA,948,CL,RIURAU
VALENCIA,ALZIRA,770,CL,ROMER DEL
VALENCIA,ALZIRA,737,PZ,RONDA ALGEMESI
VALENCIA,ALZIRA,687,RD,RONDA DE BARRABLET
VALENCIA,ALZIRA,755,CL,ROSELLA DE LA
VALENCIA,ALZIRA,954,CL,RUDOLF DIESEL
VALENCIA,ALZIRA,484,CL,RUGLO
VALENCIA,ALZIRA,171,PD,RUMBAU
VALENCIA,ALZIRA,690,CL,SABATERS
VALENCIA,ALZIRA,267,CL,SABATERS
VALENCIA,ALZIRA,847,CL,SAFOR LA
VALENCIA,ALZIRA,172,CL,SAGRADA FAMILIA
VALENCIA,ALZIRA,394,PZ,SAGRADA FAMILIA
VALENCIA,ALZIRA,175,CL,SAGUNT
VALENCIA,ALZIRA,176,CL,SALINERIA
VALENCIA,ALZIRA,245,CL,SALOMON
VALENCIA,ALZIRA,246,CL,SALOMON ESPALDA
VALENCIA,ALZIRA,258,CL,SALUDADOR
VALENCIA,ALZIRA,192,CL,SALVADOR ENGUIX
VALENCIA,ALZIRA,534,CL,SALVADOR LACASTA
VALENCIA,ALZIRA,711,CL,SALVADOR ORIA
VALENCIA,ALZIRA,173,CL,SALVADOR PERLES
VALENCIA,ALZIRA,174,CL,SALVADOR SANTAMARIA
VALENCIA,ALZIRA,179,PD,SAN BERNABE
VALENCIA,ALZIRA,610,UR,SAN BERNARDO
VALENCIA,ALZIRA,492,TR,SAN BERNAT
VALENCIA,ALZIRA,6000,UR,SAN BERNAT
VALENCIA,ALZIRA,813,CL,SAN JOSE-CO. STA. MARINA
VALENCIA,ALZIRA,191,CL,SANG
VALENCIA,ALZIRA,869,CL,SANT ALFONS
VALENCIA,ALZIRA,259,CL,SANT ANDREU
VALENCIA,ALZIRA,178,CL,SANT ANTONI
VALENCIA,ALZIRA,513,CL,SANT ANTONI/GARROFERA
VALENCIA,ALZIRA,180,CL,SANT BERNAT
VALENCIA,ALZIRA,181,PD,SANT BERNAT
VALENCIA,ALZIRA,182,PZ,SANT BERNAT
VALENCIA,ALZIRA,613,TR,SANT BERNAT
VALENCIA,ALZIRA,340,CL,SANT DOMENEC
VALENCIA,ALZIRA,184,CL,SANT FRANCESC
VALENCIA,ALZIRA,183,CL,SANT GAIETA
VALENCIA,ALZIRA,467,CL,SANT JAUME
VALENCIA,ALZIRA,185,PD,SANT JAUME
VALENCIA,ALZIRA,187,CL,SANT JOAN
VALENCIA,ALZIRA,474,CL,SANT JOAN BOSCO
VALENCIA,ALZIRA,362,CL,SANT JOAN DE RIBERA
VALENCIA,ALZIRA,1004,PZ,SANT JOAN PAU II
VALENCIA,ALZIRA,186,CL,SANT JOSEP
VALENCIA,ALZIRA,509,CR,SANT JOSEP/GARROFERA
VALENCIA,ALZIRA,395,PZ,SANT JUDES TADEU
VALENCIA,ALZIRA,331,CL,SANT MARCIAL
VALENCIA,ALZIRA,511,CL,SANT MIQUEL/GARROFERA
VALENCIA,ALZIRA,188,CL,SANT QUINTI
VALENCIA,ALZIRA,870,CL,SANT RAMON
VALENCIA,ALZIRA,189,CL,SANT ROC
VALENCIA,ALZIRA,490,CL,SANT SALVADOR
VALENCIA,ALZIRA,876,CL,SANT VICENT
VALENCIA,ALZIRA,352,CL,SANT VICENT DE PAUL
VALENCIA,ALZIRA,190,CL,SANT VICENT FERRER
VALENCIA,ALZIRA,514,CL,SANT VICENT/GARROFERA
VALENCIA,ALZIRA,874,CL,SANTA ADELA
VALENCIA,ALZIRA,193,CL,SANTA ANA
VALENCIA,ALZIRA,615,TR,SANTA ANA
VALENCIA,ALZIRA,871,CL,SANTA BÀRBERA
VALENCIA,ALZIRA,195,CL,SANTA CATERINA
VALENCIA,ALZIRA,194,CL,SANTA EMILIA
VALENCIA,ALZIRA,197,CL,SANTA LLUCIA
VALENCIA,ALZIRA,396,PZ,SANTA MARIA
VALENCIA,ALZIRA,266,CL,SANTA MARIA BONAIRE
VALENCIA,ALZIRA,7000,UR,SANTA MARINA
VALENCIA,ALZIRA,199,CL,SANTA RITA
VALENCIA,ALZIRA,200,CL,SANTA TERESA
VALENCIA,ALZIRA,617,TR,SANTA TERESA
VALENCIA,ALZIRA,201,CL,SANTOCILDES
VALENCIA,ALZIRA,249,AV,SANTS PATRONS
VALENCIA,ALZIRA,226,CL,SARAGOSSA
VALENCIA,ALZIRA,941,PL,SECTOR PPI-08
VALENCIA,ALZIRA,30701,AR,SECTOR VILELLA 1
VALENCIA,ALZIRA,273,CL,SENYERA VALENCIANA
VALENCIA,ALZIRA,419,CL,SEQUIER JAUME D'OLIT
VALENCIA,ALZIRA,753,CL,SERRA DE LA MURTA
VALENCIA,ALZIRA,931,CL,SERRA DE LES AGULLES DE L
VALENCIA,ALZIRA,205,PD,SERRADAL
VALENCIA,ALZIRA,729,AV,SERRADORS
VALENCIA,ALZIRA,776,PL,SERRALLO DEL
VALENCIA,ALZIRA,854,CL,SERRANS DELS
VALENCIA,ALZIRA,535,CL,SEVERIANO GOIG
VALENCIA,ALZIRA,389,CL,SEVERO OCHOA
VALENCIA,ALZIRA,949,CL,SIMA DE L'AIGUA
VALENCIA,ALZIRA,353,CL,SIMAT
VALENCIA,ALZIRA,921,CL,SINDICATS
VALENCIA,ALZIRA,907,AV,SOBIRANIA NACIONAL
VALENCIA,ALZIRA,397,PZ,SOCIETAT MUSICAL
VALENCIA,ALZIRA,207,PZ,SOFRATGE
VALENCIA,ALZIRA,270,CL,SOGUERS
VALENCIA,ALZIRA,304,PD,SOLANA
VALENCIA,ALZIRA,893,CL,SOLIDARITAT
VALENCIA,ALZIRA,924,CL,SOR ISABEL DE VILLENA
VALENCIA,ALZIRA,10502,AR,STA CATALINA-SAGUNT
VALENCIA,ALZIRA,10201,AR,STOS.PATRONOS-PZ.MAYOR
VALENCIA,ALZIRA,965,CL,SUBSTANCIERS
VALENCIA,ALZIRA,206,CL,SUCRO
VALENCIA,ALZIRA,332,CL,SUECA
VALENCIA,ALZIRA,493,TR,SUFRAGI
VALENCIA,ALZIRA,926,CL,SUP PPR-17 AIGUES VIVES
VALENCIA,ALZIRA,10901,AR,SUR DE LES BASES
VALENCIA,ALZIRA,883,RD,SÈQUIA REIAL D'ALZIRA
VALENCIA,ALZIRA,724,CL,TALLAT BLANC
VALENCIA,ALZIRA,772,CL,TALLAT ROIG DEL
VALENCIA,ALZIRA,138,CL,TARONGER
VALENCIA,ALZIRA,751,CR,TAVERNES
VALENCIA,ALZIRA,370,CL,TAVERNES VALLDIGNA
VALENCIA,ALZIRA,30202,AR,TC2
VALENCIA,ALZIRA,30201,AR,TC3
VALENCIA,ALZIRA,691,CL,TEIXIDORS
VALENCIA,ALZIRA,268,CL,TEIXIDORS
VALENCIA,ALZIRA,343,CL,TEIXO
VALENCIA,ALZIRA,988,CL,TERESA PONS NADAL
VALENCIA,ALZIRA,305,PD,TERRA ROCHA
VALENCIA,ALZIRA,306,PD,TERRERS
VALENCIA,ALZIRA,211,CL,TETUAN
VALENCIA,ALZIRA,209,CL,TEULAR MARTI
VALENCIA,ALZIRA,689,RD,TINTORERS
VALENCIA,ALZIRA,539,CL,TIROL
VALENCIA,ALZIRA,683,CL,TISNERES
VALENCIA,ALZIRA,260,PD,TISNERES
VALENCIA,ALZIRA,757,CL,TOMELLO DEL
VALENCIA,ALZIRA,212,PD,TORA
VALENCIA,ALZIRA,213,PD,TORO
VALENCIA,ALZIRA,619,PD,TORRECHO
VALENCIA,ALZIRA,256,CL,TORREJO
VALENCIA,ALZIRA,11201,AR,TORRETXO
VALENCIA,ALZIRA,468,PD,TORRETXO
VALENCIA,ALZIRA,620,UR,TORRETXO   1
VALENCIA,ALZIRA,621,UR,TORRETXO   2
VALENCIA,ALZIRA,8000,UR,TORRETXO 01
VALENCIA,ALZIRA,9000,UR,TORRETXO 02
VALENCIA,ALZIRA,519,CL,TR TORRECHO
VALENCIA,ALZIRA,214,CL,TRAFALGAR
VALENCIA,ALZIRA,734,CL,TRAGINERS
VALENCIA,ALZIRA,99999,AR,TRAMO ERRONEO
VALENCIA,ALZIRA,989,CL,TRANSPORTISTES
VALENCIA,ALZIRA,771,CL,TRAVESSA DE LA
VALENCIA,ALZIRA,700,CL,TREBALLADORES LA TARONJA
VALENCIA,ALZIRA,992,PZ,TRENTA DE DESEMBRE
VALENCIA,ALZIRA,442,CL,TRINITAT REDAL DUFAUR
VALENCIA,ALZIRA,354,CL,TROS ALT
VALENCIA,ALZIRA,11601,AR,TULELL
VALENCIA,ALZIRA,215,PD,TULELL
VALENCIA,ALZIRA,88,PZ,U DE MAIG
VALENCIA,ALZIRA,99312,PL,U01-P 31-2
VALENCIA,ALZIRA,99313,PL,U02-P 31
VALENCIA,ALZIRA,99311,PL,U04-P 31-ALBORC
VALENCIA,ALZIRA,641,PL,U1 P  31 ALBORCH
VALENCIA,ALZIRA,642,PL,U11 P  48 TORREC
VALENCIA,ALZIRA,643,PL,U11 P  61 ALQUEN
VALENCIA,ALZIRA,99486,PL,U11-P 48-TORREC
VALENCIA,ALZIRA,99612,PL,U11-P 61-ALQUEN
VALENCIA,ALZIRA,99489,CL,U12-P 48 TORRE
VALENCIA,ALZIRA,644,PL,U19 P  61 ALQUEN
VALENCIA,ALZIRA,99615,PL,U19-P 61-ALQUEN
VALENCIA,ALZIRA,645,PL,U2 P  31 ALBORCH
VALENCIA,ALZIRA,646,PL,U20 P  61 ALQUEN
VALENCIA,ALZIRA,99616,PL,U20-P 61-ALQUEN
VALENCIA,ALZIRA,647,PL,U21 P  61 ALQUEN
VALENCIA,ALZIRA,99617,PL,U21-P 61-ALQUEN
VALENCIA,ALZIRA,648,PL,U23 P  62 TORRET
VALENCIA,ALZIRA,99622,PL,U23-P 62-TORRET
VALENCIA,ALZIRA,649,PL,UA P  31 ALBORCH
VALENCIA,ALZIRA,623,PL,UA P  60 BASES
VALENCIA,ALZIRA,99601,PL,UA-P 60-BASES
VALENCIA,ALZIRA,624,PL,UB P  60 BASES
VALENCIA,ALZIRA,99602,PL,UB-P 60 BASES
VALENCIA,ALZIRA,625,PL,UC P  61 ALQUENE
VALENCIA,ALZIRA,99618,PL,UC-P 61-ALQUENE
VALENCIA,ALZIRA,626,PL,UD P  61 ALQUENE
VALENCIA,ALZIRA,99619,PL,UD-P 61-ALQUENE
VALENCIA,ALZIRA,627,PL,UE P  61 ALQUENE
VALENCIA,ALZIRA,99613,PL,UE-P 61-ALQUENE
VALENCIA,ALZIRA,40101,AR,UE1.1
VALENCIA,ALZIRA,40102,AR,UE1.2
VALENCIA,ALZIRA,40103,AR,UE1.3
VALENCIA,ALZIRA,628,PL,UF P  61 ALQUENE
VALENCIA,ALZIRA,629,PL,UG P  48 TORRECH
VALENCIA,ALZIRA,630,PL,UG P  61 ALQUENE
VALENCIA,ALZIRA,99485,PL,UG-P 48-TORRECH
VALENCIA,ALZIRA,99611,PL,UG-P 61-ALQUENE
VALENCIA,ALZIRA,631,PL,UH P  48 TORRECH
VALENCIA,ALZIRA,632,PL,UI P  48 TORRECH
VALENCIA,ALZIRA,633,PL,UI P  62 TORRETX
VALENCIA,ALZIRA,99481,PL,UI-P 48-1 TORRE
VALENCIA,ALZIRA,99621,PL,UI-P 62-TORRETX
VALENCIA,ALZIRA,634,PL,UK P  48 TORRECH
VALENCIA,ALZIRA,99483,PL,UK-P 48-TORRECH
VALENCIA,ALZIRA,635,PL,UN P  48 TORRECH
VALENCIA,ALZIRA,714,CL,UNICEF
VALENCIA,ALZIRA,216,CL,UNIO
VALENCIA,ALZIRA,723,CL,UNIO ESPORTIVA ALZIRA
VALENCIA,ALZIRA,636,PL,UO P  60 BASES
VALENCIA,ALZIRA,99604,PL,UO-P 60-BASES
VALENCIA,ALZIRA,637,PL,UP P  60 BASES
VALENCIA,ALZIRA,638,PL,UQ 30-1 ALBORCH
VALENCIA,ALZIRA,99301,PL,UQ-30-1
VALENCIA,ALZIRA,11403,AR,UR EL RESPIRALL
VALENCIA,ALZIRA,11401,AR,UR EL RESPIRALL
VALENCIA,ALZIRA,11402,AR,UR EL RESPIRALL
VALENCIA,ALZIRA,11301,AR,UR EL TORRETXO
VALENCIA,ALZIRA,11302,AR,UR EL TORRETXO
VALENCIA,ALZIRA,639,PL,UR P  59
VALENCIA,ALZIRA,99591,PL,UR-P 59
VALENCIA,ALZIRA,11901,AR,URBANIZACION SAN BERNAT
VALENCIA,ALZIRA,11801,AR,URBANIZACION STA MARINA
VALENCIA,ALZIRA,217,CL,VALDIVIA
VALENCIA,ALZIRA,218,CL,VALENCIA
VALENCIA,ALZIRA,849,CL,VALL D'ALBAIDA
VALENCIA,ALZIRA,850,CL,VALL DE COFRENTS
VALENCIA,ALZIRA,758,CL,VALL DE LA CASELLA DE LA
VALENCIA,ALZIRA,475,UR,VALLETES BRU
VALENCIA,ALZIRA,10000,UR,VALLETES BRU
VALENCIA,ALZIRA,220,PD,VALLVERT
VALENCIA,ALZIRA,221,CL,VARA DEL REY
VALENCIA,ALZIRA,222,PD,VELASCO
VALENCIA,ALZIRA,361,CL,VELAZQUEZ
VALENCIA,ALZIRA,969,CL,VELLUTERS
VALENCIA,ALZIRA,10509,AR,VENECIA
VALENCIA,ALZIRA,67,CL,VENECIA
VALENCIA,ALZIRA,806,CL,VENT DE GARBI
VALENCIA,ALZIRA,810,CL,VENT DE GREGAL
VALENCIA,ALZIRA,809,CL,VENT DE LLEVANT
VALENCIA,ALZIRA,804,CL,VENT DE MESTRAL
VALENCIA,ALZIRA,807,CL,VENT DE MIGJORN
VALENCIA,ALZIRA,805,CL,VENT DE PONENT
VALENCIA,ALZIRA,803,CL,VENT DE TRAMUNTANA
VALENCIA,ALZIRA,808,CL,VENT DE XALOC
VALENCIA,ALZIRA,10606,AR,VERGE DE LA MURTA
VALENCIA,ALZIRA,476,TR,VERGE DEL LLUCH
VALENCIA,ALZIRA,652,TR,VG MURTA
VALENCIA,ALZIRA,562,CL,VICENT ANDRES ESTELLES
VALENCIA,ALZIRA,375,AV,VICENT BLASCO IBAÑEZ
VALENCIA,ALZIRA,866,CL,VICENT OLMOS
VALENCIA,ALZIRA,709,CL,VICENT PELUFO CORTS
VALENCIA,ALZIRA,749,CL,VICENT SANZ CASTELLANOS
VALENCIA,ALZIRA,998,PZ,VICTIMES DEL TERRORISME
VALENCIA,ALZIRA,564,CL,VICTOR G. DE LA CONCHA
VALENCIA,ALZIRA,225,CL,VILELLA
VALENCIA,ALZIRA,412,PD,VILELLA
VALENCIA,ALZIRA,964,PZ,VIRGEN MEDALLA MILAGROSA
VALENCIA,ALZIRA,411,PD,VISTA ALEGRE
VALENCIA,ALZIRA,684,CL,VISTALEGRE
VALENCIA,ALZIRA,905,AV,VOLUNTAT POPULAR
VALENCIA,ALZIRA,707,CL,XAVIER CASP
VALENCIA,ALZIRA,92,PD,XIXERA
VALENCIA,ALZIRA,983,CL,XIXERÀ
VALENCIA,ALZIRA,58,CL,XULBI
VALENCIA,ALZIRA,112,CL,XUQUER
VALENCIA,ALZIRA,11502,AR,ZONA CONSOLIDADA
VALENCIA,ALZIRA,203,CL,ÇARCOS
VALENCIA,ANDILLA,67,PZ,ALBERTO MIR SENENT
VALENCIA,ANDILLA,43,CM,ALCUBLAS
VALENCIA,ANDILLA,79,CM,ALJIBE
VALENCIA,ANDILLA,33,PS,ANCIANIDAD
VALENCIA,ANDILLA,68,CM,ANDILLA
VALENCIA,ANDILLA,78,CR,ANDILLA
VALENCIA,ANDILLA,90,DS,ANDILLA-OT
VALENCIA,ANDILLA,89,DS,ANDILLA-RS
VALENCIA,ANDILLA,96,DS,ANEXO HIGUERUELAS-OT
VALENCIA,ANDILLA,95,DS,ANEXO-HIGUERUELAS-RS
VALENCIA,ANDILLA,92,DS,ARTAJ-OT
VALENCIA,ANDILLA,37,DS,ARTAJ-R.S
VALENCIA,ANDILLA,4,PZ,BARDES
VALENCIA,ANDILLA,70,CM,BARRANCO CAÑUELO
VALENCIA,ANDILLA,66,CM,BARRANCO-OSET
VALENCIA,ANDILLA,49,CL,BERNARDINO PEREZ TELLO
VALENCIA,ANDILLA,69,TR,BERNARDINO PEREZ TELLO
VALENCIA,ANDILLA,76,CM,BRISCAL
VALENCIA,ANDILLA,75,CM,CALERA
VALENCIA,ANDILLA,26,CL,CALVARIO
VALENCIA,ANDILLA,58,CL,CAMINO DE LAS COLLALBAS
VALENCIA,ANDILLA,44,AV,CANALES
VALENCIA,ANDILLA,38,CL,CASAS ALTAS
VALENCIA,ANDILLA,2,CL,CASAS NUEVAS
VALENCIA,ANDILLA,3,CL,CASAS NUEVAS-POBLETA
VALENCIA,ANDILLA,27,CL,CASTILLO
VALENCIA,ANDILLA,34,CL,CAÑADAS
VALENCIA,ANDILLA,13,CM,CEMENTERIO
VALENCIA,ANDILLA,61,CM,CEMENTERIO-OSET
VALENCIA,ANDILLA,59,CM,CEMENTERIO-POBLETA
VALENCIA,ANDILLA,80,CM,CINGLAS
VALENCIA,ANDILLA,45,CL,CORREOS
VALENCIA,ANDILLA,23,CL,CRUZ ROJA
VALENCIA,ANDILLA,22,TR,CRUZ ROJA
VALENCIA,ANDILLA,73,CL,DE LA VIÑA
VALENCIA,ANDILLA,71,CM,DEHESA
VALENCIA,ANDILLA,52,PS,DEPORTES
VALENCIA,ANDILLA,24,DS,DISEMINADOS
VALENCIA,ANDILLA,25,CL,DOMICILIO PROPIO
VALENCIA,ANDILLA,72,CL,ENTRADA ARTAJ
VALENCIA,ANDILLA,28,CL,ERAS MAESTRO
VALENCIA,ANDILLA,40,CL,ERAS-ARTAJ
VALENCIA,ANDILLA,5,CL,ERAS-POBLETA
VALENCIA,ANDILLA,6,CL,ESCUELAS-OSET
VALENCIA,ANDILLA,56,CL,ESCUELAS-POBLETA
VALENCIA,ANDILLA,47,CL,FRONTON-OSET
VALENCIA,ANDILLA,63,TR,FRONTON-OSET
VALENCIA,ANDILLA,7,CL,FRONTON-POBLETA
VALENCIA,ANDILLA,88,AV,FUENTE ANEXO
VALENCIA,ANDILLA,8,CM,FUENTE OSET
VALENCIA,ANDILLA,64,PZ,FUENTE-OSET
VALENCIA,ANDILLA,17,CM,HUERTA
VALENCIA,ANDILLA,62,CL,HUERTOS-OSET
VALENCIA,ANDILLA,9,CL,IGLESIA
VALENCIA,ANDILLA,21,PZ,IGLESIA
VALENCIA,ANDILLA,48,CL,IGLESIA-OSET
VALENCIA,ANDILLA,10,PZ,IGLESIA-POBLETA
VALENCIA,ANDILLA,87,CR,LA YESA ANEXO
VALENCIA,ANDILLA,29,CL,LAVADERO
VALENCIA,ANDILLA,55,CL,LAVADERO POBLETA
VALENCIA,ANDILLA,1,CL,LLANO FUENTE
VALENCIA,ANDILLA,60,BO,LOMA-ERA
VALENCIA,ANDILLA,11,CL,MAYOR
VALENCIA,ANDILLA,12,CL,MAYOR POBLETA
VALENCIA,ANDILLA,30,CL,MORETA
VALENCIA,ANDILLA,14,PZ,MURALLA
VALENCIA,ANDILLA,94,DS,OSET-OT
VALENCIA,ANDILLA,42,DS,OSET-R.S
VALENCIA,ANDILLA,175,DS,OSET-RS
VALENCIA,ANDILLA,93,DS,PARDANCHINOS-OT
VALENCIA,ANDILLA,20,DS,PARDANCHINOS-R.S
VALENCIA,ANDILLA,15,CL,PEDRERA
VALENCIA,ANDILLA,77,CM,PELA
VALENCIA,ANDILLA,53,PS,PISCINA
VALENCIA,ANDILLA,91,DS,POBLETA-OT
VALENCIA,ANDILLA,51,DS,POBLETA-R.S
VALENCIA,ANDILLA,130,PL,POLIGONO  1-OT
VALENCIA,ANDILLA,97,PL,POLIGONO  1-RS
VALENCIA,ANDILLA,131,PL,POLIGONO  2-OT
VALENCIA,ANDILLA,98,PL,POLIGONO  2-RS
VALENCIA,ANDILLA,132,PL,POLIGONO  3-OT
VALENCIA,ANDILLA,99,PL,POLIGONO  3-RS
VALENCIA,ANDILLA,133,PL,POLIGONO  4-OT
VALENCIA,ANDILLA,100,PL,POLIGONO  4-RS
VALENCIA,ANDILLA,134,PL,POLIGONO  5-OT
VALENCIA,ANDILLA,101,PL,POLIGONO  5-RS
VALENCIA,ANDILLA,135,PL,POLIGONO  6-OT
VALENCIA,ANDILLA,102,PL,POLIGONO  6-RS
VALENCIA,ANDILLA,136,PL,POLIGONO  7-OT
VALENCIA,ANDILLA,103,PL,POLIGONO  7-RS
VALENCIA,ANDILLA,137,PL,POLIGONO  8-OT
VALENCIA,ANDILLA,104,PL,POLIGONO  8-RS
VALENCIA,ANDILLA,138,PL,POLIGONO  9-OT
VALENCIA,ANDILLA,105,PL,POLIGONO  9-RS
VALENCIA,ANDILLA,139,PL,POLIGONO 10-OT
VALENCIA,ANDILLA,106,PL,POLIGONO 10-RS
VALENCIA,ANDILLA,140,PL,POLIGONO 11-OT
VALENCIA,ANDILLA,107,PL,POLIGONO 11-RS
VALENCIA,ANDILLA,141,PL,POLIGONO 12-OT
VALENCIA,ANDILLA,108,PL,POLIGONO 12-RS
VALENCIA,ANDILLA,142,PL,POLIGONO 13-OT
VALENCIA,ANDILLA,109,PL,POLIGONO 13-RS
VALENCIA,ANDILLA,143,PL,POLIGONO 14-OT
VALENCIA,ANDILLA,110,PL,POLIGONO 14-RS
VALENCIA,ANDILLA,144,PL,POLIGONO 15-OT
VALENCIA,ANDILLA,111,PL,POLIGONO 15-RS
VALENCIA,ANDILLA,145,PL,POLIGONO 16-OT
VALENCIA,ANDILLA,112,PL,POLIGONO 16-RS
VALENCIA,ANDILLA,146,PL,POLIGONO 17-OT
VALENCIA,ANDILLA,113,PL,POLIGONO 17-RS
VALENCIA,ANDILLA,147,PL,POLIGONO 18-OT
VALENCIA,ANDILLA,114,PL,POLIGONO 18-RS
VALENCIA,ANDILLA,148,PL,POLIGONO 19-OT
VALENCIA,ANDILLA,115,PL,POLIGONO 19-RS
VALENCIA,ANDILLA,149,PL,POLIGONO 20-OT
VALENCIA,ANDILLA,116,PL,POLIGONO 20-RS
VALENCIA,ANDILLA,150,PL,POLIGONO 21-OT
VALENCIA,ANDILLA,117,PL,POLIGONO 21-RS
VALENCIA,ANDILLA,151,PL,POLIGONO 22-OT
VALENCIA,ANDILLA,118,PL,POLIGONO 22-RS
VALENCIA,ANDILLA,152,PL,POLIGONO 23-OT
VALENCIA,ANDILLA,119,PL,POLIGONO 23-RS
VALENCIA,ANDILLA,153,PL,POLIGONO 24-OT
VALENCIA,ANDILLA,120,PL,POLIGONO 24-RS
VALENCIA,ANDILLA,154,PL,POLIGONO 25-OT
VALENCIA,ANDILLA,121,CL,POLIGONO 25-RS
VALENCIA,ANDILLA,155,PL,POLIGONO 26-OT
VALENCIA,ANDILLA,122,PL,POLIGONO 26-RS
VALENCIA,ANDILLA,156,PL,POLIGONO 27-OT
VALENCIA,ANDILLA,123,PL,POLIGONO 27-RS
VALENCIA,ANDILLA,157,PL,POLIGONO 28-OT
VALENCIA,ANDILLA,124,PL,POLIGONO 28-RS
VALENCIA,ANDILLA,158,PL,POLIGONO 29-OT
VALENCIA,ANDILLA,125,PL,POLIGONO 29-RS
VALENCIA,ANDILLA,159,PL,POLIGONO 30-OT
VALENCIA,ANDILLA,126,PL,POLIGONO 30-RS
VALENCIA,ANDILLA,160,PL,POLIGONO 31-OT
